flightNumber,date,passengers,maxCapacity
AA1234,2017-10-25,148,289
UA5678,2017-10-25,144,239
DL9012,2017-10-25,238,244
WN789,2017-10-25,242,239
AS4567,2017-10-25,127,258
AA1234,2017-10-26,167,295
UA5678,2017-10-26,160,252
DL9012,2017-10-26,216,269
WN789,2017-10-26,134,253
AS4567,2017-10-26,185,283
AA1234,2017-10-27,182,200
UA5678,2017-10-27,243,243
DL9012,2017-10-27,117,279
WN789,2017-10-27,181,210
AS4567,2017-10-27,105,247
AA1234,2017-10-28,126,261
UA5678,2017-10-28,112,244
DL9012,2017-10-28,203,228
WN789,2017-10-28,217,205
AS4567,2017-10-28,150,207
AA1234,2017-10-29,244,246
UA5678,2017-10-29,241,255
DL9012,2017-10-29,243,202
WN789,2017-10-29,244,275
AS4567,2017-10-29,174,221
AA1234,2017-10-30,117,207
UA5678,2017-10-30,189,242
DL9012,2017-10-30,144,272
WN789,2017-10-30,207,236
AS4567,2017-10-30,221,205
AA1234,2017-10-31,115,263
UA5678,2017-10-31,145,203
DL9012,2017-10-31,227,294
WN789,2017-10-31,143,290
AS4567,2017-10-31,213,300
AA1234,2017-11-01,197,215
UA5678,2017-11-01,233,250
DL9012,2017-11-01,229,230
WN789,2017-11-01,218,202
AS4567,2017-11-01,137,214
AA1234,2017-11-02,236,278
UA5678,2017-11-02,160,267
DL9012,2017-11-02,244,203
WN789,2017-11-02,154,259
AS4567,2017-11-02,146,258
AA1234,2017-11-03,196,278
UA5678,2017-11-03,124,296
DL9012,2017-11-03,121,256
WN789,2017-11-03,198,300
AS4567,2017-11-03,236,241
AA1234,2017-11-04,176,244
UA5678,2017-11-04,239,288
DL9012,2017-11-04,165,230
WN789,2017-11-04,196,227
AS4567,2017-11-04,199,254
AA1234,2017-11-05,144,282
UA5678,2017-11-05,248,273
DL9012,2017-11-05,168,218
WN789,2017-11-05,195,300
AS4567,2017-11-05,119,212
AA1234,2017-11-06,172,236
UA5678,2017-11-06,220,266
DL9012,2017-11-06,211,284
WN789,2017-11-06,214,273
AS4567,2017-11-06,228,252
AA1234,2017-11-07,190,221
UA5678,2017-11-07,140,253
DL9012,2017-11-07,132,220
WN789,2017-11-07,148,277
AS4567,2017-11-07,227,251
AA1234,2017-11-08,131,244
UA5678,2017-11-08,178,265
DL9012,2017-11-08,224,267
WN789,2017-11-08,235,292
AS4567,2017-11-08,133,268
AA1234,2017-11-09,167,235
UA5678,2017-11-09,130,260
DL9012,2017-11-09,138,240
WN789,2017-11-09,242,281
AS4567,2017-11-09,121,300
AA1234,2017-11-10,221,274
UA5678,2017-11-10,210,295
DL9012,2017-11-10,139,210
WN789,2017-11-10,249,241
AS4567,2017-11-10,205,220
AA1234,2017-11-11,124,295
UA5678,2017-11-11,246,222
DL9012,2017-11-11,132,204
WN789,2017-11-11,103,300
AS4567,2017-11-11,102,282
AA1234,2017-11-12,213,219
UA5678,2017-11-12,235,267
DL9012,2017-11-12,242,279
WN789,2017-11-12,202,246
AS4567,2017-11-12,194,200
AA1234,2017-11-13,215,296
UA5678,2017-11-13,226,225
DL9012,2017-11-13,118,296
WN789,2017-11-13,143,230
AS4567,2017-11-13,198,260
AA1234,2017-11-14,250,279
UA5678,2017-11-14,131,238
DL9012,2017-11-14,184,242
WN789,2017-11-14,157,275
AS4567,2017-11-14,213,266
AA1234,2017-11-15,167,296
UA5678,2017-11-15,218,276
DL9012,2017-11-15,171,216
WN789,2017-11-15,242,290
AS4567,2017-11-15,186,203
AA1234,2017-11-16,126,259
UA5678,2017-11-16,176,217
DL9012,2017-11-16,165,227
WN789,2017-11-16,180,237
AS4567,2017-11-16,238,271
AA1234,2017-11-17,188,210
UA5678,2017-11-17,152,257
DL9012,2017-11-17,127,262
WN789,2017-11-17,226,227
AS4567,2017-11-17,137,259
AA1234,2017-11-18,111,235
UA5678,2017-11-18,202,267
DL9012,2017-11-18,140,233
WN789,2017-11-18,249,254
AS4567,2017-11-18,200,229
AA1234,2017-11-19,216,251
UA5678,2017-11-19,163,213
DL9012,2017-11-19,163,208
WN789,2017-11-19,207,274
AS4567,2017-11-19,238,271
AA1234,2017-11-20,154,250
UA5678,2017-11-20,112,214
DL9012,2017-11-20,237,257
WN789,2017-11-20,233,249
AS4567,2017-11-20,136,202
AA1234,2017-11-21,218,215
UA5678,2017-11-21,230,278
DL9012,2017-11-21,107,266
WN789,2017-11-21,212,258
AS4567,2017-11-21,126,270
AA1234,2017-11-22,109,249
UA5678,2017-11-22,201,250
DL9012,2017-11-22,158,234
WN789,2017-11-22,195,267
AS4567,2017-11-22,214,262
AA1234,2017-11-23,168,252
UA5678,2017-11-23,232,238
DL9012,2017-11-23,111,284
WN789,2017-11-23,240,276
AS4567,2017-11-23,237,225
AA1234,2017-11-24,209,261
UA5678,2017-11-24,245,210
DL9012,2017-11-24,223,232
WN789,2017-11-24,227,266
AS4567,2017-11-24,156,213
AA1234,2017-11-25,189,218
UA5678,2017-11-25,220,285
DL9012,2017-11-25,236,230
WN789,2017-11-25,209,289
AS4567,2017-11-25,221,297
AA1234,2017-11-26,171,207
UA5678,2017-11-26,143,207
DL9012,2017-11-26,124,219
WN789,2017-11-26,126,231
AS4567,2017-11-26,157,200
AA1234,2017-11-27,191,220
UA5678,2017-11-27,209,244
DL9012,2017-11-27,180,212
WN789,2017-11-27,135,260
AS4567,2017-11-27,211,298
AA1234,2017-11-28,129,235
UA5678,2017-11-28,106,222
DL9012,2017-11-28,205,204
WN789,2017-11-28,157,257
AS4567,2017-11-28,239,225
AA1234,2017-11-29,214,207
UA5678,2017-11-29,136,297
DL9012,2017-11-29,231,218
WN789,2017-11-29,152,205
AS4567,2017-11-29,215,285
AA1234,2017-11-30,171,223
UA5678,2017-11-30,244,252
DL9012,2017-11-30,109,212
WN789,2017-11-30,157,288
AS4567,2017-11-30,181,212
AA1234,2017-12-01,142,293
UA5678,2017-12-01,221,259
DL9012,2017-12-01,127,223
WN789,2017-12-01,127,263
AS4567,2017-12-01,230,219
AA1234,2017-12-02,129,217
UA5678,2017-12-02,222,261
DL9012,2017-12-02,200,299
WN789,2017-12-02,111,269
AS4567,2017-12-02,159,203
AA1234,2017-12-03,218,212
UA5678,2017-12-03,186,292
DL9012,2017-12-03,146,206
WN789,2017-12-03,105,231
AS4567,2017-12-03,120,217
AA1234,2017-12-04,146,222
UA5678,2017-12-04,201,224
DL9012,2017-12-04,134,268
WN789,2017-12-04,155,240
AS4567,2017-12-04,197,255
AA1234,2017-12-05,220,294
UA5678,2017-12-05,203,215
DL9012,2017-12-05,244,228
WN789,2017-12-05,224,259
AS4567,2017-12-05,248,225
AA1234,2017-12-06,229,217
UA5678,2017-12-06,223,253
DL9012,2017-12-06,105,292
WN789,2017-12-06,149,265
AS4567,2017-12-06,104,284
AA1234,2017-12-07,170,230
UA5678,2017-12-07,141,219
DL9012,2017-12-07,105,228
WN789,2017-12-07,188,253
AS4567,2017-12-07,224,273
AA1234,2017-12-08,187,266
UA5678,2017-12-08,232,295
DL9012,2017-12-08,195,254
WN789,2017-12-08,155,237
AS4567,2017-12-08,179,251
AA1234,2017-12-09,191,214
UA5678,2017-12-09,225,202
DL9012,2017-12-09,166,232
WN789,2017-12-09,148,270
AS4567,2017-12-09,238,210
AA1234,2017-12-10,232,223
UA5678,2017-12-10,154,269
DL9012,2017-12-10,233,202
WN789,2017-12-10,133,260
AS4567,2017-12-10,153,264
AA1234,2017-12-11,184,279
UA5678,2017-12-11,220,239
DL9012,2017-12-11,126,207
WN789,2017-12-11,249,285
AS4567,2017-12-11,220,264
AA1234,2017-12-12,120,238
UA5678,2017-12-12,160,288
DL9012,2017-12-12,150,214
WN789,2017-12-12,212,204
AS4567,2017-12-12,149,216
AA1234,2017-12-13,216,267
UA5678,2017-12-13,136,282
DL9012,2017-12-13,201,249
WN789,2017-12-13,172,237
AS4567,2017-12-13,104,298
AA1234,2017-12-14,198,266
UA5678,2017-12-14,141,241
DL9012,2017-12-14,194,257
WN789,2017-12-14,126,287
AS4567,2017-12-14,232,212
AA1234,2017-12-15,183,268
UA5678,2017-12-15,191,248
DL9012,2017-12-15,181,228
WN789,2017-12-15,122,203
AS4567,2017-12-15,145,201
AA1234,2017-12-16,165,202
UA5678,2017-12-16,147,282
DL9012,2017-12-16,112,265
WN789,2017-12-16,223,220
AS4567,2017-12-16,221,225
AA1234,2017-12-17,182,282
UA5678,2017-12-17,112,281
DL9012,2017-12-17,180,295
WN789,2017-12-17,180,218
AS4567,2017-12-17,217,243
AA1234,2017-12-18,195,224
UA5678,2017-12-18,162,252
DL9012,2017-12-18,244,290
WN789,2017-12-18,140,220
AS4567,2017-12-18,206,234
AA1234,2017-12-19,151,269
UA5678,2017-12-19,147,228
DL9012,2017-12-19,197,207
WN789,2017-12-19,233,231
AS4567,2017-12-19,186,271
AA1234,2017-12-20,217,262
UA5678,2017-12-20,218,280
DL9012,2017-12-20,218,259
WN789,2017-12-20,145,288
AS4567,2017-12-20,133,289
AA1234,2017-12-21,249,239
UA5678,2017-12-21,109,220
DL9012,2017-12-21,232,291
WN789,2017-12-21,168,210
AS4567,2017-12-21,165,205
AA1234,2017-12-22,239,237
UA5678,2017-12-22,100,226
DL9012,2017-12-22,221,239
WN789,2017-12-22,136,233
AS4567,2017-12-22,219,239
AA1234,2017-12-23,194,222
UA5678,2017-12-23,181,278
DL9012,2017-12-23,232,235
WN789,2017-12-23,120,221
AS4567,2017-12-23,121,222
AA1234,2017-12-24,234,212
UA5678,2017-12-24,115,233
DL9012,2017-12-24,109,237
WN789,2017-12-24,198,275
AS4567,2017-12-24,150,278
AA1234,2017-12-25,203,223
UA5678,2017-12-25,160,266
DL9012,2017-12-25,249,284
WN789,2017-12-25,176,258
AS4567,2017-12-25,193,221
AA1234,2017-12-26,225,284
UA5678,2017-12-26,240,284
DL9012,2017-12-26,133,269
WN789,2017-12-26,142,261
AS4567,2017-12-26,189,274
AA1234,2017-12-27,247,257
UA5678,2017-12-27,179,217
DL9012,2017-12-27,148,296
WN789,2017-12-27,110,297
AS4567,2017-12-27,181,233
AA1234,2017-12-28,120,216
UA5678,2017-12-28,244,267
DL9012,2017-12-28,187,292
WN789,2017-12-28,180,209
AS4567,2017-12-28,101,228
AA1234,2017-12-29,161,258
UA5678,2017-12-29,248,283
DL9012,2017-12-29,186,206
WN789,2017-12-29,120,223
AS4567,2017-12-29,149,265
AA1234,2017-12-30,243,266
UA5678,2017-12-30,120,200
DL9012,2017-12-30,103,259
WN789,2017-12-30,136,247
AS4567,2017-12-30,223,207
AA1234,2017-12-31,225,218
UA5678,2017-12-31,201,261
DL9012,2017-12-31,186,224
WN789,2017-12-31,143,248
AS4567,2017-12-31,214,231
AA1234,2018-01-01,119,245
UA5678,2018-01-01,246,251
DL9012,2018-01-01,242,280
WN789,2018-01-01,164,211
AS4567,2018-01-01,190,298
AA1234,2018-01-02,121,290
UA5678,2018-01-02,153,242
DL9012,2018-01-02,123,201
WN789,2018-01-02,206,268
AS4567,2018-01-02,146,206
AA1234,2018-01-03,165,278
UA5678,2018-01-03,106,274
DL9012,2018-01-03,242,299
WN789,2018-01-03,177,218
AS4567,2018-01-03,165,268
AA1234,2018-01-04,152,297
UA5678,2018-01-04,152,283
DL9012,2018-01-04,185,297
WN789,2018-01-04,155,264
AS4567,2018-01-04,187,205
AA1234,2018-01-05,109,283
UA5678,2018-01-05,178,211
DL9012,2018-01-05,117,225
WN789,2018-01-05,105,217
AS4567,2018-01-05,204,239
AA1234,2018-01-06,163,222
UA5678,2018-01-06,221,240
DL9012,2018-01-06,167,298
WN789,2018-01-06,248,265
AS4567,2018-01-06,115,251
AA1234,2018-01-07,228,236
UA5678,2018-01-07,187,254
DL9012,2018-01-07,160,260
WN789,2018-01-07,160,282
AS4567,2018-01-07,196,210
AA1234,2018-01-08,172,287
UA5678,2018-01-08,156,273
DL9012,2018-01-08,223,246
WN789,2018-01-08,175,282
AS4567,2018-01-08,167,200
AA1234,2018-01-09,144,257
UA5678,2018-01-09,105,214
DL9012,2018-01-09,242,214
WN789,2018-01-09,248,245
AS4567,2018-01-09,209,231
AA1234,2018-01-10,181,269
UA5678,2018-01-10,245,282
DL9012,2018-01-10,224,233
WN789,2018-01-10,110,217
AS4567,2018-01-10,164,254
AA1234,2018-01-11,227,227
UA5678,2018-01-11,216,255
DL9012,2018-01-11,151,245
WN789,2018-01-11,147,298
AS4567,2018-01-11,156,257
AA1234,2018-01-12,137,232
UA5678,2018-01-12,241,208
DL9012,2018-01-12,109,291
WN789,2018-01-12,196,258
AS4567,2018-01-12,127,244
AA1234,2018-01-13,174,269
UA5678,2018-01-13,144,290
DL9012,2018-01-13,160,214
WN789,2018-01-13,154,212
AS4567,2018-01-13,123,261
AA1234,2018-01-14,249,200
UA5678,2018-01-14,193,232
DL9012,2018-01-14,218,210
WN789,2018-01-14,172,229
AS4567,2018-01-14,148,289
AA1234,2018-01-15,248,295
UA5678,2018-01-15,183,202
DL9012,2018-01-15,138,238
WN789,2018-01-15,241,273
AS4567,2018-01-15,172,204
AA1234,2018-01-16,109,226
UA5678,2018-01-16,240,268
DL9012,2018-01-16,250,253
WN789,2018-01-16,211,251
AS4567,2018-01-16,189,278
AA1234,2018-01-17,123,254
UA5678,2018-01-17,200,216
DL9012,2018-01-17,191,212
WN789,2018-01-17,129,222
AS4567,2018-01-17,189,214
AA1234,2018-01-18,243,209
UA5678,2018-01-18,136,296
DL9012,2018-01-18,230,245
WN789,2018-01-18,186,250
AS4567,2018-01-18,229,231
AA1234,2018-01-19,100,213
UA5678,2018-01-19,106,244
DL9012,2018-01-19,214,266
WN789,2018-01-19,224,257
AS4567,2018-01-19,178,257
AA1234,2018-01-20,246,237
UA5678,2018-01-20,239,260
DL9012,2018-01-20,244,203
WN789,2018-01-20,188,251
AS4567,2018-01-20,193,274
AA1234,2018-01-21,189,300
UA5678,2018-01-21,178,207
DL9012,2018-01-21,205,222
WN789,2018-01-21,181,293
AS4567,2018-01-21,227,213
AA1234,2018-01-22,176,218
UA5678,2018-01-22,152,269
DL9012,2018-01-22,141,250
WN789,2018-01-22,226,263
AS4567,2018-01-22,200,239
AA1234,2018-01-23,114,213
UA5678,2018-01-23,129,273
DL9012,2018-01-23,216,288
WN789,2018-01-23,127,223
AS4567,2018-01-23,228,295
AA1234,2018-01-24,222,230
UA5678,2018-01-24,247,233
DL9012,2018-01-24,117,206
WN789,2018-01-24,171,226
AS4567,2018-01-24,169,276
AA1234,2018-01-25,245,263
UA5678,2018-01-25,190,264
DL9012,2018-01-25,193,256
WN789,2018-01-25,143,220
AS4567,2018-01-25,119,220
AA1234,2018-01-26,216,216
UA5678,2018-01-26,165,246
DL9012,2018-01-26,141,267
WN789,2018-01-26,204,294
AS4567,2018-01-26,236,207
AA1234,2018-01-27,246,232
UA5678,2018-01-27,203,278
DL9012,2018-01-27,170,222
WN789,2018-01-27,135,264
AS4567,2018-01-27,183,207
AA1234,2018-01-28,153,278
UA5678,2018-01-28,125,229
DL9012,2018-01-28,188,273
WN789,2018-01-28,217,209
AS4567,2018-01-28,175,217
AA1234,2018-01-29,190,223
UA5678,2018-01-29,131,277
DL9012,2018-01-29,110,296
WN789,2018-01-29,195,201
AS4567,2018-01-29,175,220
AA1234,2018-01-30,107,295
UA5678,2018-01-30,170,226
DL9012,2018-01-30,128,268
WN789,2018-01-30,187,238
AS4567,2018-01-30,147,229
AA1234,2018-01-31,143,235
UA5678,2018-01-31,214,294
DL9012,2018-01-31,170,209
WN789,2018-01-31,199,210
AS4567,2018-01-31,178,291
AA1234,2018-02-01,191,274
UA5678,2018-02-01,239,227
DL9012,2018-02-01,117,295
WN789,2018-02-01,141,263
AS4567,2018-02-01,175,295
AA1234,2018-02-02,115,208
UA5678,2018-02-02,135,283
DL9012,2018-02-02,218,287
WN789,2018-02-02,105,206
AS4567,2018-02-02,141,243
AA1234,2018-02-03,110,250
UA5678,2018-02-03,124,223
DL9012,2018-02-03,163,280
WN789,2018-02-03,145,264
AS4567,2018-02-03,125,234
AA1234,2018-02-04,141,271
UA5678,2018-02-04,197,227
DL9012,2018-02-04,190,239
WN789,2018-02-04,233,274
AS4567,2018-02-04,149,290
AA1234,2018-02-05,156,243
UA5678,2018-02-05,197,208
DL9012,2018-02-05,105,242
WN789,2018-02-05,148,214
AS4567,2018-02-05,161,207
AA1234,2018-02-06,131,286
UA5678,2018-02-06,226,219
DL9012,2018-02-06,136,217
WN789,2018-02-06,127,290
AS4567,2018-02-06,213,230
AA1234,2018-02-07,135,285
UA5678,2018-02-07,156,218
DL9012,2018-02-07,239,298
WN789,2018-02-07,225,262
AS4567,2018-02-07,101,244
AA1234,2018-02-08,225,243
UA5678,2018-02-08,243,276
DL9012,2018-02-08,102,241
WN789,2018-02-08,186,285
AS4567,2018-02-08,157,256
AA1234,2018-02-09,250,220
UA5678,2018-02-09,127,231
DL9012,2018-02-09,102,256
WN789,2018-02-09,173,277
AS4567,2018-02-09,111,276
AA1234,2018-02-10,234,273
UA5678,2018-02-10,146,244
DL9012,2018-02-10,239,277
WN789,2018-02-10,237,222
AS4567,2018-02-10,212,212
AA1234,2018-02-11,181,223
UA5678,2018-02-11,111,287
DL9012,2018-02-11,194,213
WN789,2018-02-11,175,278
AS4567,2018-02-11,197,279
AA1234,2018-02-12,135,225
UA5678,2018-02-12,121,290
DL9012,2018-02-12,173,262
WN789,2018-02-12,233,242
AS4567,2018-02-12,129,219
AA1234,2018-02-13,229,231
UA5678,2018-02-13,229,298
DL9012,2018-02-13,170,219
WN789,2018-02-13,124,300
AS4567,2018-02-13,242,265
AA1234,2018-02-14,129,293
UA5678,2018-02-14,105,204
DL9012,2018-02-14,155,257
WN789,2018-02-14,178,260
AS4567,2018-02-14,161,283
AA1234,2018-02-15,119,255
UA5678,2018-02-15,250,203
DL9012,2018-02-15,146,230
WN789,2018-02-15,161,243
AS4567,2018-02-15,126,237
AA1234,2018-02-16,177,297
UA5678,2018-02-16,154,249
DL9012,2018-02-16,194,289
WN789,2018-02-16,197,261
AS4567,2018-02-16,161,219
AA1234,2018-02-17,183,270
UA5678,2018-02-17,153,243
DL9012,2018-02-17,185,292
WN789,2018-02-17,162,296
AS4567,2018-02-17,102,285
AA1234,2018-02-18,209,201
UA5678,2018-02-18,103,205
DL9012,2018-02-18,180,226
WN789,2018-02-18,121,290
AS4567,2018-02-18,102,222
AA1234,2018-02-19,186,286
UA5678,2018-02-19,133,225
DL9012,2018-02-19,119,247
WN789,2018-02-19,111,226
AS4567,2018-02-19,107,257
AA1234,2018-02-20,130,243
UA5678,2018-02-20,250,278
DL9012,2018-02-20,167,238
WN789,2018-02-20,190,228
AS4567,2018-02-20,227,296
AA1234,2018-02-21,219,295
UA5678,2018-02-21,228,239
DL9012,2018-02-21,131,213
WN789,2018-02-21,215,223
AS4567,2018-02-21,213,206
AA1234,2018-02-22,223,212
UA5678,2018-02-22,145,298
DL9012,2018-02-22,196,261
WN789,2018-02-22,244,299
AS4567,2018-02-22,138,288
AA1234,2018-02-23,199,219
UA5678,2018-02-23,107,274
DL9012,2018-02-23,223,205
WN789,2018-02-23,219,282
AS4567,2018-02-23,128,292
AA1234,2018-02-24,107,276
UA5678,2018-02-24,117,235
DL9012,2018-02-24,250,288
WN789,2018-02-24,181,249
AS4567,2018-02-24,164,285
AA1234,2018-02-25,130,200
UA5678,2018-02-25,155,269
DL9012,2018-02-25,158,267
WN789,2018-02-25,228,234
AS4567,2018-02-25,195,223
AA1234,2018-02-26,221,264
UA5678,2018-02-26,197,293
DL9012,2018-02-26,222,278
WN789,2018-02-26,203,260
AS4567,2018-02-26,195,223
AA1234,2018-02-27,170,276
UA5678,2018-02-27,147,273
DL9012,2018-02-27,138,262
WN789,2018-02-27,128,294
AS4567,2018-02-27,211,275
AA1234,2018-02-28,100,283
UA5678,2018-02-28,167,292
DL9012,2018-02-28,119,252
WN789,2018-02-28,245,265
AS4567,2018-02-28,138,274
AA1234,2018-03-01,141,296
UA5678,2018-03-01,250,288
DL9012,2018-03-01,112,294
WN789,2018-03-01,121,273
AS4567,2018-03-01,160,207
AA1234,2018-03-02,166,212
UA5678,2018-03-02,227,287
DL9012,2018-03-02,153,292
WN789,2018-03-02,217,205
AS4567,2018-03-02,150,228
AA1234,2018-03-03,162,265
UA5678,2018-03-03,158,258
DL9012,2018-03-03,157,246
WN789,2018-03-03,232,235
AS4567,2018-03-03,229,299
AA1234,2018-03-04,101,281
UA5678,2018-03-04,246,201
DL9012,2018-03-04,249,266
WN789,2018-03-04,209,211
AS4567,2018-03-04,247,280
AA1234,2018-03-05,196,264
UA5678,2018-03-05,128,295
DL9012,2018-03-05,220,278
WN789,2018-03-05,206,204
AS4567,2018-03-05,208,228
AA1234,2018-03-06,245,278
UA5678,2018-03-06,139,276
DL9012,2018-03-06,158,266
WN789,2018-03-06,234,289
AS4567,2018-03-06,231,299
AA1234,2018-03-07,241,223
UA5678,2018-03-07,173,248
DL9012,2018-03-07,227,300
WN789,2018-03-07,116,228
AS4567,2018-03-07,204,247
AA1234,2018-03-08,140,238
UA5678,2018-03-08,101,229
DL9012,2018-03-08,156,219
WN789,2018-03-08,208,229
AS4567,2018-03-08,224,236
AA1234,2018-03-09,248,206
UA5678,2018-03-09,158,242
DL9012,2018-03-09,216,248
WN789,2018-03-09,162,290
AS4567,2018-03-09,142,218
AA1234,2018-03-10,141,247
UA5678,2018-03-10,126,271
DL9012,2018-03-10,120,220
WN789,2018-03-10,200,300
AS4567,2018-03-10,106,297
AA1234,2018-03-11,209,225
UA5678,2018-03-11,185,279
DL9012,2018-03-11,142,238
WN789,2018-03-11,105,247
AS4567,2018-03-11,248,206
AA1234,2018-03-12,137,272
UA5678,2018-03-12,185,227
DL9012,2018-03-12,232,213
WN789,2018-03-12,240,293
AS4567,2018-03-12,249,249
AA1234,2018-03-13,205,221
UA5678,2018-03-13,175,267
DL9012,2018-03-13,124,265
WN789,2018-03-13,205,280
AS4567,2018-03-13,169,255
AA1234,2018-03-14,137,287
UA5678,2018-03-14,163,271
DL9012,2018-03-14,221,281
WN789,2018-03-14,174,274
AS4567,2018-03-14,196,253
AA1234,2018-03-15,225,279
UA5678,2018-03-15,235,215
DL9012,2018-03-15,176,255
WN789,2018-03-15,194,262
AS4567,2018-03-15,103,244
AA1234,2018-03-16,211,288
UA5678,2018-03-16,225,251
DL9012,2018-03-16,177,291
WN789,2018-03-16,204,269
AS4567,2018-03-16,160,236
AA1234,2018-03-17,170,222
UA5678,2018-03-17,232,221
DL9012,2018-03-17,134,205
WN789,2018-03-17,178,258
AS4567,2018-03-17,140,270
AA1234,2018-03-18,172,264
UA5678,2018-03-18,247,265
DL9012,2018-03-18,216,232
WN789,2018-03-18,150,238
AS4567,2018-03-18,161,240
AA1234,2018-03-19,104,293
UA5678,2018-03-19,192,254
DL9012,2018-03-19,142,279
WN789,2018-03-19,192,213
AS4567,2018-03-19,158,270
AA1234,2018-03-20,234,296
UA5678,2018-03-20,129,246
DL9012,2018-03-20,158,243
WN789,2018-03-20,150,231
AS4567,2018-03-20,239,295
AA1234,2018-03-21,230,275
UA5678,2018-03-21,115,206
DL9012,2018-03-21,203,277
WN789,2018-03-21,142,223
AS4567,2018-03-21,144,240
AA1234,2018-03-22,132,260
UA5678,2018-03-22,105,262
DL9012,2018-03-22,115,294
WN789,2018-03-22,175,287
AS4567,2018-03-22,182,276
AA1234,2018-03-23,113,210
UA5678,2018-03-23,186,253
DL9012,2018-03-23,186,213
WN789,2018-03-23,144,223
AS4567,2018-03-23,187,240
AA1234,2018-03-24,162,282
UA5678,2018-03-24,231,220
DL9012,2018-03-24,203,235
WN789,2018-03-24,125,279
AS4567,2018-03-24,233,278
AA1234,2018-03-25,143,218
UA5678,2018-03-25,188,268
DL9012,2018-03-25,195,276
WN789,2018-03-25,170,211
AS4567,2018-03-25,181,226
AA1234,2018-03-26,141,210
UA5678,2018-03-26,149,217
DL9012,2018-03-26,216,299
WN789,2018-03-26,157,224
AS4567,2018-03-26,191,236
AA1234,2018-03-27,226,266
UA5678,2018-03-27,216,297
DL9012,2018-03-27,118,242
WN789,2018-03-27,146,206
AS4567,2018-03-27,164,297
AA1234,2018-03-28,129,232
UA5678,2018-03-28,222,277
DL9012,2018-03-28,234,204
WN789,2018-03-28,112,284
AS4567,2018-03-28,208,204
AA1234,2018-03-29,179,273
UA5678,2018-03-29,154,234
DL9012,2018-03-29,207,218
WN789,2018-03-29,126,252
AS4567,2018-03-29,220,218
AA1234,2018-03-30,228,269
UA5678,2018-03-30,239,244
DL9012,2018-03-30,159,278
WN789,2018-03-30,171,227
AS4567,2018-03-30,145,247
AA1234,2018-03-31,203,225
UA5678,2018-03-31,102,211
DL9012,2018-03-31,187,233
WN789,2018-03-31,121,242
AS4567,2018-03-31,139,238
AA1234,2018-04-01,201,300
UA5678,2018-04-01,100,227
DL9012,2018-04-01,169,277
WN789,2018-04-01,227,278
AS4567,2018-04-01,117,217
AA1234,2018-04-02,163,248
UA5678,2018-04-02,182,243
DL9012,2018-04-02,224,201
WN789,2018-04-02,152,278
AS4567,2018-04-02,108,206
AA1234,2018-04-03,242,201
UA5678,2018-04-03,184,209
DL9012,2018-04-03,249,205
WN789,2018-04-03,145,202
AS4567,2018-04-03,100,295
AA1234,2018-04-04,141,208
UA5678,2018-04-04,221,253
DL9012,2018-04-04,108,233
WN789,2018-04-04,188,211
AS4567,2018-04-04,224,239
AA1234,2018-04-05,128,247
UA5678,2018-04-05,216,216
DL9012,2018-04-05,170,203
WN789,2018-04-05,234,252
AS4567,2018-04-05,165,243
AA1234,2018-04-06,156,279
UA5678,2018-04-06,124,225
DL9012,2018-04-06,199,245
WN789,2018-04-06,192,270
AS4567,2018-04-06,178,280
AA1234,2018-04-07,186,290
UA5678,2018-04-07,116,204
DL9012,2018-04-07,134,300
WN789,2018-04-07,240,287
AS4567,2018-04-07,156,222
AA1234,2018-04-08,188,226
UA5678,2018-04-08,233,234
DL9012,2018-04-08,175,297
WN789,2018-04-08,146,228
AS4567,2018-04-08,163,241
AA1234,2018-04-09,113,270
UA5678,2018-04-09,105,252
DL9012,2018-04-09,173,228
WN789,2018-04-09,184,269
AS4567,2018-04-09,138,296
AA1234,2018-04-10,149,283
UA5678,2018-04-10,227,210
DL9012,2018-04-10,204,231
WN789,2018-04-10,194,252
AS4567,2018-04-10,212,241
AA1234,2018-04-11,241,270
UA5678,2018-04-11,206,261
DL9012,2018-04-11,194,204
WN789,2018-04-11,105,294
AS4567,2018-04-11,208,282
AA1234,2018-04-12,219,223
UA5678,2018-04-12,198,279
DL9012,2018-04-12,208,285
WN789,2018-04-12,116,274
AS4567,2018-04-12,120,238
AA1234,2018-04-13,172,288
UA5678,2018-04-13,117,270
DL9012,2018-04-13,131,212
WN789,2018-04-13,205,218
AS4567,2018-04-13,219,217
AA1234,2018-04-14,209,220
UA5678,2018-04-14,241,294
DL9012,2018-04-14,182,232
WN789,2018-04-14,221,219
AS4567,2018-04-14,128,277
AA1234,2018-04-15,237,257
UA5678,2018-04-15,184,200
DL9012,2018-04-15,133,237
WN789,2018-04-15,119,251
AS4567,2018-04-15,127,261
AA1234,2018-04-16,112,289
UA5678,2018-04-16,243,247
DL9012,2018-04-16,236,238
WN789,2018-04-16,147,218
AS4567,2018-04-16,242,283
AA1234,2018-04-17,145,269
UA5678,2018-04-17,111,256
DL9012,2018-04-17,249,282
WN789,2018-04-17,110,279
AS4567,2018-04-17,155,242
AA1234,2018-04-18,218,274
UA5678,2018-04-18,120,242
DL9012,2018-04-18,204,271
WN789,2018-04-18,211,237
AS4567,2018-04-18,118,283
AA1234,2018-04-19,136,216
UA5678,2018-04-19,193,234
DL9012,2018-04-19,136,267
WN789,2018-04-19,233,226
